id,date,news,label,pct_change,text_length,textlemma,textlengthforlemma,word_count,topic,topic_name
nifty_646,2013-04-16,Gold's Fall Takes Toll on Funds,Fall,-0.0146,31,gold fall take toll fund,24,5,6,precious metals
nifty_646,2013-04-16,Oryx Petroleum Eyes IPO Price of C$20-C$23 a Share,Fall,-0.0146,50,oryx petroleum eye ipo price share,34,6,5,other
nifty_646,2013-04-16,Asians Snap Up Bargain Gold,Fall,-0.0146,27,asian snap bargain gold,23,4,6,precious metals
nifty_646,2013-04-16,"Closed-End Fund IPOs Pick Up Pace, Focus on Income",Fall,-0.0146,50,closed end fund ipo pick pace focus income,42,8,5,other
nifty_646,2013-04-16,Gold Plummets to Two-Year Low,Fall,-0.0146,29,gold plummet two year low,25,5,6,precious metals
nifty_647,2013-04-17,"TABLE-Kazakhstan Jan-March copper, gold output rise, steel falls",Fall,-0.0063,64,table kazakhstan jan march copper gold output rise steel fall,61,10,6,precious metals
nifty_647,2013-04-17,"PRECIOUS-Gold climbs as buyers chase bullion bars, coins",Fall,-0.0063,56,precious gold climb buyer chase bullion bar coin,48,8,6,precious metals
nifty_647,2013-04-17,BRIEF-ING shares rise after details on U.S. insurance IPO,Fall,-0.0063,57,brief ing share rise after detail insurance ipo,47,8,5,other
nifty_647,2013-04-17,Gold and Silver - J W Korth Presents a New Way to Peg The Long Term Value of Precious Metals In the Face of Huge Market Declines,Fall,-0.0063,128,gold and silver korth present new way peg the long term value precious metal the face huge market decline,105,19,6,precious metals
nifty_647,2013-04-17,BRIEF-Imperial Innovations CFO resigns; appoints successor,Fall,-0.0063,58,brief imperial innovation cfo resigns appoints successor,56,7,8,other
nifty_647,2013-04-17,Mattel Reports First Quarter 2013 Financial Results and Declares Quarterly Dividend,Fall,-0.0063,83,mattel report first quarter financial result and declares quarterly dividend,76,10,3,quarterly results (2)
nifty_647,2013-04-17,The Multi-Strategy Growth & Income Fund Declares Quarterly Dividend,Fall,-0.0063,67,the multi strategy growth income fund declares quarterly dividend,65,9,3,quarterly results (2)
nifty_647,2013-04-17,ASML picks finance chief Wennink as new CEO,Fall,-0.0063,43,asml pick finance chief wennink new ceo,39,7,8,other
nifty_647,2013-04-17,"GLOBAL MARKETS-Growth fears hit shares and oil, gold stable",Fall,-0.0063,59,global market growth fear hit share and oil gold stable,55,10,6,precious metals
nifty_647,2013-04-17,"Cass Information Systems, Inc. Declares Regular Quarterly Dividend",Fall,-0.0063,66,cass information system inc declares regular quarterly dividend,63,8,3,quarterly results (2)
nifty_647,2013-04-17,"Capitol Federal Financial, Inc. Announces Quarterly Dividend",Fall,-0.0063,60,capitol federal financial inc announces quarterly dividend,58,7,3,quarterly results (2)
nifty_647,2013-04-17,RECORDATI : SHAREHOLDERS APPROVE THE 2012 ACCOUNTS. DIVIDEND EUR 0.30 PER SHARE,Fall,-0.0063,79,recordati shareholder approve the account dividend eur per share,64,9,3,quarterly results (2)
nifty_647,2013-04-17,Gold rises; physical buyers emerge from lows,Fall,-0.0063,44,gold rise physical buyer emerge from low,40,7,6,precious metals
nifty_647,2013-04-17,"GLOBAL MARKETS-Shares, oil fall on growth concerns, gold rises",Fall,-0.0063,62,global market share oil fall growth concern gold rise,53,9,6,precious metals
nifty_647,2013-04-17,"Wealth Strategies: Apple ""depressed"", could hit $500 soon",Fall,-0.0063,57,wealth strategy apple depressed could hit soon,46,7,8,other
nifty_647,2013-04-17,"Eagle Financial Services, Inc. Announces Quarterly Dividend",Fall,-0.0063,59,eagle financial service inc announces quarterly dividend,56,7,3,quarterly results (2)
nifty_647,2013-04-17,"GLOBAL MARKETS-Shares, oil fall on growth concerns; gold rises",Fall,-0.0063,62,global market share oil fall growth concern gold rise,53,9,6,precious metals
nifty_647,2013-04-17,"Commerce Bancshares, Inc. Declares Dividend",Fall,-0.0063,43,commerce bancshares inc declares dividend,41,5,3,quarterly results (2)
nifty_647,2013-04-17,Entergy Declares Dividend,Fall,-0.0063,25,entergy declares dividend,25,3,3,quarterly results (2)
nifty_647,2013-04-17,Community Partners Bancorp Initiates a Quarterly Cash Dividend on Heels of Commencing Share Repurchase Program,Fall,-0.0063,110,community partner bancorp initiate quarterly cash dividend heel commencing share repurchase program,99,12,3,quarterly results (2)
nifty_647,2013-04-17,"HOW TO PLAY IT: Make money with gold, despite the plunge",Fall,-0.0063,56,how play make money with gold despite the plunge,48,9,6,precious metals
nifty_647,2013-04-17,"Make money with gold, despite the plunge",Fall,-0.0063,40,make money with gold despite the plunge,39,7,6,precious metals
nifty_647,2013-04-17,PRECIOUS-Gold up on physical buying but seen vulnerable,Fall,-0.0063,55,precious gold physical buying but seen vulnerable,49,7,6,precious metals
nifty_647,2013-04-17,Ocean Shore Holding Co. Announces Quarterly Cash Dividend,Fall,-0.0063,57,ocean shore holding announces quarterly cash dividend,53,7,3,quarterly results (2)
nifty_647,2013-04-17,"Kinder Morgan, Inc. Increases Quarterly Dividend to $0.38 Per Share",Fall,-0.0063,67,kinder morgan inc increase quarterly dividend per share,55,8,3,quarterly results (2)
nifty_647,2013-04-17,"Rockville Financial, Inc. (RCKB) Announces Q1 2013 Dividend for Shareholders",Fall,-0.0063,76,rockville financial inc rckb announces dividend for shareholder,63,8,3,quarterly results (2)
nifty_647,2013-04-17,"Global shares, oil fall on growth concerns; gold rises",Fall,-0.0063,54,global share oil fall growth concern gold rise,46,8,6,precious metals
nifty_647,2013-04-17,U.S. gold coin sales surge after historic sell-off,Fall,-0.0063,50,gold coin sale surge after historic sell off,44,8,6,precious metals
nifty_647,2013-04-17,Wealth Strategies: Any little shock could disrupt markets - IACPM,Fall,-0.0063,65,wealth strategy any little shock could disrupt market iacpm,59,9,8,other
nifty_647,2013-04-17,"Hannon Armstrong Sustainable Infrastructure Capital, Inc. Announces Pricing of its Initial Public Offering of Common Stock",Fall,-0.0063,122,hannon armstrong sustainable infrastructure capital inc announces pricing it initial public offering common stock,113,14,3,quarterly results (2)
nifty_647,2013-04-17,American Airlines Restores Most Flights,Fall,-0.0063,39,american airline restores most flight,37,5,9,aviation industry
nifty_647,2013-04-17,Coin Sales Surge Despite Drop in Metal,Fall,-0.0063,38,coin sale surge despite drop metal,34,6,6,precious metals
nifty_647,2013-04-17,Gold Dips Further,Fall,-0.0063,17,gold dip further,16,3,6,precious metals
nifty_647,2013-04-17,A Steadier Way to Play Dividends,Fall,-0.0063,32,steadier way play dividend,26,4,3,quarterly results (2)
nifty_648,2013-04-18,FAA Expected to End Grounding of 787,Rise,0.0087,36,faa expected end grounding,26,4,9,aviation industry
nifty_648,2013-04-18,Why Private-Jet Owners Don't Want to Be Tracked,Rise,0.0087,47,why private jet owner don want tracked,38,7,9,aviation industry
nifty_649,2013-04-22,PRECIOUS-Gold jumps more than 2 pct on technical buying,Rise,0.0103,55,precious gold jump more than pct technical buying,49,8,6,precious metals
nifty_649,2013-04-22,"PRECIOUS-Gold rises as buyers swoop, gains may be short-lived",Rise,0.0103,61,precious gold rise buyer swoop gain may short lived,51,9,6,precious metals
nifty_649,2013-04-22,"1st United Bancorp, Inc. Announces its First Quarterly Dividend",Rise,0.0103,63,united bancorp inc announces it first quarterly dividend,56,8,3,quarterly results (2)
nifty_649,2013-04-22,"Lenox Wealth Management, Inc. Declares Dividend",Rise,0.0103,47,lenox wealth management inc declares dividend,45,6,3,quarterly results (2)
nifty_649,2013-04-22,Citi Publishes First Ever XBRL Dividend Message Over DTCC,Rise,0.0103,57,citi publishes first ever xbrl dividend message over dtcc,57,9,3,quarterly results (2)
nifty_649,2013-04-22,"IPOVIEW-U.S. industrial IPOs increase as investors bet on economy, housing",Rise,0.0103,74,ipoview industrial ipo increase investor bet economy housing,60,8,5,other
nifty_649,2013-04-22,Gold to gain in the long-term: HSBC,Rise,0.0103,35,gold gain the long term hsbc,28,6,6,precious metals
nifty_649,2013-04-22,"Morningstar Report on 529 College-Savings Plans Shows Rapid Asset Growth, Shrinking Expenses",Rise,0.0103,92,morningstar report college saving plan show rapid asset growth shrinking expense,80,11,8,other
nifty_649,2013-04-22,"Industrial IPOs increase as investors bet on economy, housing",Rise,0.0103,61,industrial ipo increase investor bet economy housing,52,7,5,other
nifty_649,2013-04-22,Trade-24.com Reports: Yen vs. Dollar - Gold Losing Value Fast,Rise,0.0103,61,trade com report yen dollar gold losing value fast,50,9,6,precious metals
nifty_649,2013-04-22,CN declares second-quarter 2013 dividend,Rise,0.0103,40,declares second quarter dividend,32,4,3,quarterly results (2)
nifty_649,2013-04-22,PwC IPO Report and Study Demystifies Corporate Governance Planning for Companies Going Public,Rise,0.0103,93,pwc ipo report and study demystifies corporate governance planning for company going public,91,13,5,other
nifty_649,2013-04-22,"PRECIOUS-Bargain hunters lift gold, gains may be short-lived",Rise,0.0103,60,precious bargain hunter lift gold gain may short lived,54,9,6,precious metals
nifty_649,2013-04-22,Noble Energy Announces Two-For-One Stock Split And Declares Increased Quarterly Dividend,Rise,0.0103,88,noble energy announces two for one stock split and declares increased quarterly dividend,88,13,3,quarterly results (2)
nifty_649,2013-04-22,Firstbank Corporation Announces Cash Dividend on Series A Preferred Stock,Rise,0.0103,73,firstbank corporation announces cash dividend series preferred stock,68,8,3,quarterly results (2)
nifty_649,2013-04-22,COLUMN-Bugged out on gold? Try REITs instead,Rise,0.0103,44,column bugged out gold try reit instead,39,7,6,precious metals
nifty_649,2013-04-22,Bugged out on gold? Try REITs instead,Rise,0.0103,37,bugged out gold try reit instead,32,6,6,precious metals
nifty_649,2013-04-22,Access National Increases First Quarter Earnings and Dividend,Rise,0.0103,61,access national increase first quarter earnings and dividend,60,8,3,quarterly results (2)
nifty_649,2013-04-22,Webster Financial Corporation Increases Common Dividend,Rise,0.0103,55,webster financial corporation increase common dividend,54,6,3,quarterly results (2)
nifty_649,2013-04-22,Mafia and Cyprus may release IPO animal spirits,Rise,0.0103,47,mafia and cyprus may release ipo animal spirit,46,8,5,other
nifty_649,2013-04-22,"Yen decline gradual, gold's drop signals crisis over: Oppenheimer",Rise,0.0103,65,yen decline gradual gold drop signal crisis over oppenheimer,60,9,6,precious metals
nifty_649,2013-04-22,PRECIOUS-Gold falls from 1-week high; ETFs slip,Rise,0.0103,47,precious gold fall from week high etf slip,42,8,6,precious metals
nifty_649,2013-04-22,Air-Controller Furloughs Delay Flights,Rise,0.0103,38,air controller furlough delay flight,36,5,9,aviation industry
nifty_649,2013-04-22,Bargain Hunters Lift Gold,Rise,0.0103,25,bargain hunter lift gold,24,4,6,precious metals
nifty_649,2013-04-22,Carriers Buy More Fuel-Efficient Jets,Rise,0.0103,37,carrier buy more fuel efficient jet,35,6,9,aviation industry
nifty_649,2013-04-22,Calls to Ease Inflight Device Rules,Rise,0.0103,35,call ease inflight device rule,30,5,9,aviation industry
nifty_649,2013-04-22,Eventbrite Slows Its IPO Chase,Rise,0.0103,30,eventbrite slows it ipo chase,29,5,5,other
nifty_650,2013-04-23,Boeing Had Say on Dreamliner Tests,Neutral,0.0006,34,boeing had say dreamliner test,30,5,9,aviation industry
nifty_650,2013-04-23,Air Travel Disrupted Amid U.S. Budget Cuts,Neutral,0.0006,42,air travel disrupted amid budget cut,36,6,9,aviation industry
nifty_650,2013-04-23,MetLife Dividend Jumps,Neutral,0.0006,22,metlife dividend jump,21,3,3,quarterly results (2)
nifty_650,2013-04-23,"Delta, US Airways Post Lower Net",Neutral,0.0006,32,delta airway post lower net,27,5,9,aviation industry
nifty_651,2013-04-24,Airlines Seek Clarity on Staffing Shortage,Neutral,0.0041,42,airline seek clarity staffing shortage,38,5,9,aviation industry
nifty_651,2013-04-24,Sinopec Engineering IPO Has Skeptics,Neutral,0.0041,36,sinopec engineering ipo ha skeptic,34,5,5,other
nifty_651,2013-04-24,Adviser Business Lags Behind Markets,Neutral,0.0041,36,adviser business lag behind market,34,5,8,other
nifty_652,2013-04-25,Why Alibaba could be Chinaâs next $100bln IPO,Neutral,-0.0018,47,why alibaba could chinaâ next bln ipo,37,7,5,other
nifty_652,2013-04-25,"UPDATE 1-Croesus bets on Japan growth, REIT demand with $292 mln Singapore IPO",Neutral,-0.0018,78,update croesus bet japan growth reit demand with mln singapore ipo,66,11,5,other
nifty_652,2013-04-25,"PRECIOUS-Gold rises to 1-week high, central bank purchases support",Neutral,-0.0018,66,precious gold rise week high central bank purchase support,58,9,6,precious metals
nifty_652,2013-04-25,Cash America Announces First Quarter Net Income and Declares Dividend,Neutral,-0.0018,69,cash america announces first quarter net income and declares dividend,69,10,3,quarterly results (2)
nifty_652,2013-04-25,"Provident Financial Services, Inc. Announces Increased Quarterly Cash Dividend",Neutral,-0.0018,78,provident financial service inc announces increased quarterly cash dividend,75,9,3,quarterly results (2)
nifty_652,2013-04-25,TF Financial Corporation Reports Improved First Quarter 2013 Results and Quarterly Dividend,Neutral,-0.0018,91,financial corporation report improved first quarter result and quarterly dividend,81,10,3,quarterly results (2)
nifty_652,2013-04-25,TMS International Corp. Reports First Quarter 2013 Financial Results; Board of Directors Approves Initiation of Quarterly Dividend,Neutral,-0.0018,130,tm international corp report first quarter financial result board director approves initiation quarterly dividend,113,14,3,quarterly results (2)
nifty_652,2013-04-25,"West Bancorporation, Inc. Declares Quarterly Dividend; Announces First Quarter Results",Neutral,-0.0018,86,west bancorporation inc declares quarterly dividend announces first quarter result,82,10,3,quarterly results (2)
nifty_652,2013-04-25,Federated National Holding Company Announces Financial Results Release Date,Neutral,-0.0018,75,federated national holding company announces financial result release date,74,9,3,quarterly results (2)
nifty_652,2013-04-25,Sandy Spring Bancorp Increases Dividend to $0.16 Per Share,Neutral,-0.0018,58,sandy spring bancorp increase dividend per share,48,7,3,quarterly results (2)
nifty_652,2013-04-25,"Data Respons ASA : Ex dividend Friday, April 26, 2013",Neutral,-0.0018,53,data respons asa dividend friday april,38,6,3,quarterly results (2)
nifty_652,2013-04-25,"Boston Research Group Study: Easing Job Changers' Ability to Move Savings Between Retirement Plans Would Fix Flaws in Defined Contribution System, Deter Bad Decision-Making, Save Money",Neutral,-0.0018,184,boston research group study easing job changer ability move saving between retirement plan would fix flaw defined contribution system deter bad decision making save money,170,25,8,other
nifty_652,2013-04-25,S&P; Dow Jones Indices Licenses Pan Asia Dividend Aristocrats Index to State Street Global Advisors,Neutral,-0.0018,99,dow jones index license pan asia dividend aristocrat index state street global advisor,86,13,3,quarterly results (2)
nifty_652,2013-04-25,Cautious on gold in near term: Standard Chartered,Neutral,-0.0018,49,cautious gold near term standard chartered,42,6,6,precious metals
nifty_652,2013-04-25,The Empire District Electric Company First Quarter 2013 Earnings Report and Declaration of Dividend,Neutral,-0.0018,99,the empire district electric company first quarter earnings report and declaration dividend,91,12,3,quarterly results (2)
nifty_652,2013-04-25,"Electro-Sensors, Inc. Announces Cash Dividend",Neutral,-0.0018,45,electro sensor inc announces cash dividend,42,6,3,quarterly results (2)
nifty_652,2013-04-25,2012 Dividend of Unibail-Rodamco SE,Neutral,-0.0018,35,dividend unibail rodamco,24,3,3,quarterly results (2)
nifty_652,2013-04-25,CNP Assurances: 2012 Dividend - Scrip Option,Neutral,-0.0018,44,cnp assurance dividend scrip option,35,5,3,quarterly results (2)
nifty_652,2013-04-25,"Cullen/Frost Bankers Increases Quarterly Cash Dividend, Announces Initial Cash Dividend For Preferred Stock",Neutral,-0.0018,107,cullen frost banker increase quarterly cash dividend announces initial cash dividend for preferred stock,104,14,3,quarterly results (2)
nifty_652,2013-04-25,"Chicopee Bancorp, Inc. Reports First Quarter Results and Announces Quarterly Cash Dividend of $0.05 Per Share",Neutral,-0.0018,109,chicopee bancorp inc report first quarter result and announces quarterly cash dividend per share,96,14,3,quarterly results (2)
nifty_652,2013-04-25,Walter Energyâs Board of Directors Declares Quarterly Dividend,Neutral,-0.0018,64,walter energyâ board director declares quarterly dividend,57,7,3,quarterly results (2)
nifty_652,2013-04-25,Celadon Group Reports Third Fiscal Quarter Financial Results and Declares Dividend,Neutral,-0.0018,82,celadon group report third fiscal quarter financial result and declares dividend,80,11,3,quarterly results (2)
nifty_652,2013-04-25,Washington Banking Declares its 60th Consecutive Quarterly Dividend,Neutral,-0.0018,67,washington banking declares it consecutive quarterly dividend,61,7,3,quarterly results (2)
nifty_652,2013-04-25,Washington Real Estate Investment Trust Announces 206th Consecutive Quarterly Dividend,Neutral,-0.0018,86,washington real estate investment trust announces consecutive quarterly dividend,80,9,3,quarterly results (2)
nifty_652,2013-04-25,PRECIOUS-Gold jumps 2.5 pct for biggest one-day gain since June,Neutral,-0.0018,63,precious gold jump pct for biggest one day gain since june,58,11,6,precious metals
nifty_652,2013-04-25,Celanese Corporation Announces 20 Percent Dividend Increase and Declares Quarterly Dividend,Neutral,-0.0018,91,celanese corporation announces percent dividend increase and declares quarterly dividend,88,10,3,quarterly results (2)
nifty_652,2013-04-25,"Wayne Savings Bancshares, Inc. Announces Earnings for the Quarter Ended March 31, 2013",Neutral,-0.0018,86,wayne saving bancshares inc announces earnings for the quarter ended march,74,11,3,quarterly results (2)
nifty_652,2013-04-25,"Health Care REIT, Inc. Declares First Quarter Dividend",Neutral,-0.0018,54,health care reit inc declares first quarter dividend,52,8,3,quarterly results (2)
nifty_652,2013-04-25,Weis Markets Issues Quarterly Dividend,Neutral,-0.0018,38,wei market issue quarterly dividend,35,5,3,quarterly results (2)
nifty_652,2013-04-25,BB Seguridade raises $5.74 bln in world's largest IPO this year,Neutral,-0.0018,63,seguridade raise bln world largest ipo this year,48,8,5,other
nifty_652,2013-04-25,"The First Bancshares, Inc. Reports 1st Quarter Earnings and Declaration of Dividend",Neutral,-0.0018,83,the first bancshares inc report quarter earnings and declaration dividend,73,10,3,quarterly results (2)
nifty_652,2013-04-25,Dig in for a new gold rush,Neutral,-0.0018,26,dig for new gold rush,21,5,6,precious metals
nifty_652,2013-04-25,Gold Drops as Demand Slumps,Neutral,-0.0018,27,gold drop demand slump,22,4,6,precious metals
nifty_652,2013-04-25,Gold Continues to Rally,Neutral,-0.0018,23,gold continues rally,20,3,6,precious metals
nifty_652,2013-04-25,"Russia, Turkey Caught Out by Gold Rout",Neutral,-0.0018,38,russia turkey caught out gold rout,34,6,6,precious metals
nifty_653,2013-04-29,Occidental CEO to Stay Through 2014,Neutral,0.0024,35,occidental ceo stay through,27,4,8,other
nifty_653,2013-04-29,How the Boeing 747 Got Left Behind,Neutral,0.0024,34,how the boeing got left behind,30,6,9,aviation industry
nifty_653,2013-04-29,Virgin Spacecraft Clears Test Flight,Neutral,0.0024,36,virgin spacecraft clear test flight,35,5,9,aviation industry
nifty_654,2013-04-30,Tetragon Financial Group Limited: Dividend Announcement,Fall,-0.0088,55,tetragon financial group limited dividend announcement,54,6,3,quarterly results (2)
nifty_654,2013-04-30,"bebe stores, inc. Promotes Liyuan Woo to Chief Financial Officer",Fall,-0.0088,64,bebe store inc promotes liyuan woo chief financial officer,58,9,8,other
nifty_654,2013-04-30,UPDATE 2-ASOS plans China launch in October,Fall,-0.0088,43,update asos plan china launch october,37,6,5,other
nifty_654,2013-04-30,ASOS plans China launch in October,Fall,-0.0088,34,asos plan china launch october,30,5,5,other
nifty_654,2013-04-30,"U.S. Silica Holdings, Inc. Announces First Quarter 2013 Results and Declares Quarterly Cash Dividend",Fall,-0.0088,100,silica holding inc announces first quarter result and declares quarterly cash dividend,86,12,3,quarterly results (2)
nifty_654,2013-04-30,"Banca IFIS S.p.A.: The Shareholders' Meeting approved the financial statements for 2012 and a 0,37 Euro dividend. 1Q - further growth",Fall,-0.0088,133,banca ifis the shareholder meeting approved the financial statement for and euro dividend further growth,104,15,3,quarterly results (2)
nifty_654,2013-04-30,RPT-Dwindling U.S. gold stocks signal surge in physical demand,Fall,-0.0088,62,rpt dwindling gold stock signal surge physical demand,53,8,6,precious metals
nifty_654,2013-04-30,Shareholder Update: A Review of Mel Interiano's First Year as CEO of Evolucia and Guidance for the Coming Year,Fall,-0.0088,110,shareholder update review mel interiano first year ceo evolucia and guidance for the coming year,96,15,8,other
nifty_654,2013-04-30,UPDATE 2-Strabag slashes dividend after profit collapse,Fall,-0.0088,55,update strabag slash dividend after profit collapse,51,7,3,quarterly results (2)
nifty_654,2013-04-30,Drip Drop Inc. taps Anne Kallin Zehren as CEO,Fall,-0.0088,45,drip drop inc tap anne kallin zehren ceo,40,8,8,other
nifty_654,2013-04-30,REG-Intnl Bus. Mach IBM Board Approves 12 Percent Increase in Quarterly Cash Dividend; Authorizes $5.0 Billion for Stock Repurchase,Fall,-0.0088,131,reg intnl bus mach ibm board approves percent increase quarterly cash dividend authorizes billion for stock repurchase,118,17,3,quarterly results (2)
nifty_654,2013-04-30,"FS Bancorp, Inc. Announces Cash Dividend",Fall,-0.0088,40,bancorp inc announces cash dividend,35,5,3,quarterly results (2)
nifty_654,2013-04-30,"Eagle Bancorp Montana Earns $907,000 in Third Quarter; Increases Regular Quarterly Cash Dividend",Fall,-0.0088,96,eagle bancorp montana earns third quarter increase regular quarterly cash dividend,82,11,3,quarterly results (2)
nifty_654,2013-04-30,FINÂ® Branding Group Taps Former Burger King & Nestle Exec To Lead Marketing Efforts,Fall,-0.0088,84,finâ branding group tap former burger king nestle exec lead marketing effort,76,12,8,other
nifty_654,2013-04-30,"ERYTECHâs IPO a remarkable success, raising â¬17.7Â million",Fall,-0.0088,62,erytechâ ipo remarkable success raising million,47,6,5,other
nifty_654,2013-04-30,Second Quarter Dividend Declared â MainSource Financial Group,Fall,-0.0088,63,second quarter dividend declared mainsource financial group,59,7,3,quarterly results (2)
nifty_654,2013-04-30,"Analysis: After the 787 crisis, risks still loom for Boeing",Fall,-0.0088,59,analysis after the crisis risk still loom for boeing,52,9,9,aviation industry
nifty_654,2013-04-30,PRECIOUS-Gold falls ahead of central banks' policy meetings,Fall,-0.0088,59,precious gold fall ahead central bank policy meeting,52,8,6,precious metals
nifty_654,2013-04-30,Fortune Brands Home & Security Initiates Dividend,Fall,-0.0088,49,fortune brand home security initiate dividend,45,6,3,quarterly results (2)
nifty_654,2013-04-30,Ocean Shore Holding Co. Reports 1st Quarter 2013 Earnings,Fall,-0.0088,57,ocean shore holding report quarter earnings,43,6,3,quarterly results (2)
nifty_654,2013-04-30,"UGI Increases Annual Dividend 4.6%, Marking the 129th Year of Common Dividends and the 26th Consecutive Year of Annual Dividend Increases",Fall,-0.0088,137,ugi increase annual dividend marking the year common dividend and the consecutive year annual dividend increase,111,16,3,quarterly results (2)
nifty_654,2013-04-30,"CF Industries Holdings, Inc. Declares Quarterly Dividend",Fall,-0.0088,56,industry holding inc declares quarterly dividend,48,6,3,quarterly results (2)
nifty_654,2013-04-30,Provident Financial Holdings Announces Quarterly Cash Dividend,Fall,-0.0088,62,provident financial holding announces quarterly cash dividend,61,7,3,quarterly results (2)
nifty_654,2013-04-30,"PRECIOUS-Gold edges down, investors cautious ahead of Fed",Fall,-0.0088,57,precious gold edge down investor cautious ahead fed,51,8,6,precious metals
nifty_654,2013-04-30,Pitney Bowes Slashes Dividend by 50%,Fall,-0.0088,36,pitney bowes slash dividend,27,4,3,quarterly results (2)
nifty_654,2013-04-30,Hopewell Holdings Seeks Property IPO By End-June,Fall,-0.0088,48,hopewell holding seek property ipo end june,43,7,5,other
nifty_654,2013-04-30,A Couple Compromises on Retirement Goals,Fall,-0.0088,40,couple compromise retirement goal,33,4,8,other
nifty_654,2013-04-30,"Suncor Hikes Dividend, Plans Buyback; Profit Dips",Fall,-0.0088,49,suncor hike dividend plan buyback profit dip,44,7,3,quarterly results (2)
nifty_655,2013-05-01,"PRECIOUS-Gold edges down, investors cautious ahead of Fed",Rise,0.0093,57,precious gold edge down investor cautious ahead fed,51,8,6,precious metals
nifty_655,2013-05-01,Primary Energy Recycling Announces Quarterly Dividend,Rise,0.0093,53,primary energy recycling announces quarterly dividend,53,6,3,quarterly results (2)
nifty_655,2013-05-01,FidelityÂ® Small Business Analysis Highlights Rebound in Retirement Plan Balances and Contributions Despite the Economic Downturn,Rise,0.0093,129,fidelityâ small business analysis highlight rebound retirement plan balance and contribution despite the economic downturn,122,15,8,other
nifty_655,2013-05-01,TECO Energy Declares Quarterly Dividend,Rise,0.0093,39,teco energy declares quarterly dividend,39,5,3,quarterly results (2)
nifty_655,2013-05-01,Redwood Capital Bancorp Celebrates Ninth Anniversary With Record Profits -- Increasing Dividend,Rise,0.0093,95,redwood capital bancorp celebrates ninth anniversary with record profit increasing dividend,91,11,3,quarterly results (2)
nifty_655,2013-05-01,"Rush for gold coins, jewels peters out",Rise,0.0093,38,rush for gold coin jewel peter out,34,7,6,precious metals
nifty_655,2013-05-01,Unilens Vision Inc. Declares Quarterly Cash Dividend of $0.045 Per Share,Rise,0.0093,72,unilens vision inc declares quarterly cash dividend per share,61,9,3,quarterly results (2)
nifty_655,2013-05-01,National Bank Holdings Corporation Announces Quarterly Dividend,Rise,0.0093,63,national bank holding corporation announces quarterly dividend,62,7,3,quarterly results (2)
nifty_655,2013-05-01,More Companies Looking Outside for their Next CEO,Rise,0.0093,49,more company looking outside for their next ceo,47,8,8,other
nifty_655,2013-05-01,Wealth Strategies: Even stock guys like Apple bonds,Rise,0.0093,51,wealth strategy even stock guy like apple bond,46,8,8,other
nifty_655,2013-05-01,"Gold ETF posts record outflow in April, U.S. coin sales spike",Rise,0.0093,61,gold etf post record outflow april coin sale spike,50,9,6,precious metals
nifty_655,2013-05-01,Fauquier Bankshares Announces First Quarter 2013 Earnings,Rise,0.0093,57,fauquier bankshares announces first quarter earnings,52,6,3,quarterly results (2)
nifty_655,2013-05-01,PRECIOUS-Gold falls more than 1 pct as commodities dip,Rise,0.0093,54,precious gold fall more than pct commodity dip,46,8,6,precious metals
nifty_655,2013-05-01,Glass Lewis Supports Transocean's $2.24 Per Share Dividend Proposal and Four of Five Board Nominees,Rise,0.0093,99,glass lewis support transocean per share dividend proposal and four five board nominee,86,13,3,quarterly results (2)
nifty_655,2013-05-01,CBOE Holdings Declares Second Quarter 2013 Dividend,Rise,0.0093,51,cboe holding declares second quarter dividend,45,6,3,quarterly results (2)
nifty_655,2013-05-01,"UPDATE 1-Gold ETF posts record outflow in April, U.S. coin sales spike",Rise,0.0093,70,update gold etf post record outflow april coin sale spike,57,10,6,precious metals
nifty_655,2013-05-01,Avenue Income Credit Strategies Fund May Monthly Dividend,Rise,0.0093,57,avenue income credit strategy fund may monthly dividend,55,8,3,quarterly results (2)
nifty_655,2013-05-01,Avenue Income Credit Strategies Fund June Monthly Dividend,Rise,0.0093,58,avenue income credit strategy fund june monthly dividend,56,8,3,quarterly results (2)
nifty_655,2013-05-01,Avenue Income Credit Strategies Fund July Monthly Dividend,Rise,0.0093,58,avenue income credit strategy fund july monthly dividend,56,8,3,quarterly results (2)
nifty_655,2013-05-01,"10th Annual âMay is Gold Monthâ Online, In-Store, and On-Air at Retailers Nationwide",Rise,0.0093,88,annual may gold monthâ online store and air retailer nationwide,63,10,6,precious metals
nifty_655,2013-05-01,ING U.S. Inc raises $1.3 billion in IPO,Rise,0.0093,39,ing inc raise billion ipo,25,5,5,other
nifty_655,2013-05-01,"UPDATE 1-ING U.S. Inc raises $1.3 bln in IPO, less than expected",Rise,0.0093,64,update ing inc raise bln ipo less than expected,47,9,5,other
nifty_655,2013-05-01,"ING U.S. Inc raises $1.3 billion in IPO, less than expected",Rise,0.0093,59,ing inc raise billion ipo less than expected,44,8,5,other
nifty_655,2013-05-01,"Digital Realty Trust, Inc. Declares Quarterly Common And Preferred Stock Dividends",Rise,0.0093,82,digital realty trust inc declares quarterly common and preferred stock dividend,79,11,3,quarterly results (2)
nifty_655,2013-05-01,"PRECIOUS-Gold holds near 1-week low, ETFs extend losses",Rise,0.0093,55,precious gold hold near week low etf extend loss,48,9,6,precious metals
