,id,date,news,label,pct_change,text_length,textlemma,textlengthforlemma,word_count,topic,topic_name,year,count
175431,nifty_521,2012-08-20,Research and Markets: Mainstream Product Lifecycle Management Software Market in China 2011-2015,Neutral,-0.003,96,research and market mainstream product lifecycle management software market china,81,10,7,telecom industry,2012,480
175434,nifty_521,2012-08-20,MarketSight Now Supports Google Chrome,Neutral,-0.003,38,marketsight now support google chrome,37,5,7,telecom industry,2012,480
175435,nifty_521,2012-08-20,"US STOCKS-Wall St set to open flat, Aetna's $5.7 bln deal helps",Neutral,-0.003,63,stock wall set open flat aetna bln deal help,44,9,2,stock,2012,476
175446,nifty_521,2012-08-20,NovaBay Pharmaceuticals to Present at Southern California Investor Conference,Neutral,-0.003,77,novabay pharmaceutical present southern california investor conference,70,7,0,pharmacy,2012,646
175454,nifty_521,2012-08-20,Research and Markets: Epidemiology: Social Anxiety Disorder - Highly co-morbid anxiety disorder will continue to remain a significant public health burden,Neutral,-0.003,154,research and market epidemiology social anxiety disorder highly morbid anxiety disorder will continue remain significant public health burden,141,18,0,pharmacy,2012,646
175457,nifty_521,2012-08-20,Research and Markets: Emerging Pharmaceutical Markets in the Middle East to 2017,Neutral,-0.003,80,research and market emerging pharmaceutical market the middle east,66,9,0,pharmacy,2012,646
175477,nifty_521,2012-08-20,Research and Markets: Pharmaceutical Diversification Trends 2012,Neutral,-0.003,64,research and market pharmaceutical diversification trend,56,6,0,pharmacy,2012,646
175478,nifty_521,2012-08-20,"US STOCKS SNAPSHOT-Wall St dips at open, healthcare up",Neutral,-0.003,54,stock snapshot wall dip open healthcare,39,6,2,stock,2012,476
175485,nifty_521,2012-08-20,Research and Markets: Global Video Server Market 2011-2015 Report Featuring Key Vendors,Neutral,-0.003,87,research and market global video server market report featuring key vendor,74,11,7,telecom industry,2012,480
175517,nifty_521,2012-08-20,"TREASURIES-Prices losses pared, yields touch session lows",Neutral,-0.003,57,treasury price loss pared yield touch session low,49,8,10,treasury,2012,343
175529,nifty_521,2012-08-20,Research and Markets: Booming CCTV Market in North America Forecast to 2014,Neutral,-0.003,75,research and market booming cctv market north america forecast,62,9,7,telecom industry,2012,480
175579,nifty_521,2012-08-20,TREASURIES-Prices gain slightly in safe-haven buying,Neutral,-0.003,52,treasury price gain slightly safe haven buying,46,7,10,treasury,2012,343
175580,nifty_521,2012-08-20, Cloud Security Alliance Announces Open Certification Framework for Cloud Providers,Neutral,-0.003,83,cloud security alliance announces open certification framework for cloud provider,81,10,4,cybersecurity,2012,455
175585,nifty_521,2012-08-20,Trusted Computing Group and Members to Show Today`s Trusted Computing Solutions at Information Assurance Exposition,Neutral,-0.003,115,trusted computing group and member show today trusted computing solution information assurance exposition,105,13,4,cybersecurity,2012,455
175606,nifty_521,2012-08-20,US STOCKS-Wall St slips as investors pause after weeks of gains,Neutral,-0.003,63,stock wall slip investor pause after week gain,46,8,2,stock,2012,476
175614,nifty_521,2012-08-20,HealthSouth To Present At Investor Conferences In September,Neutral,-0.003,59,healthsouth present investor conference september,49,5,0,pharmacy,2012,646
175633,nifty_521,2012-08-20,"Research and Markets: Tardive Dyskinesia - Pipeline Review, H2 2012",Neutral,-0.003,67,research and market tardive dyskinesia pipeline review,54,7,0,pharmacy,2012,646
175694,nifty_521,2012-08-20," Proofpoint Positioned in ""Leaders"" Quadrant in 2012 Magic Quadrant for Secure Email Gateways",Neutral,-0.003,93,proofpoint positioned leader quadrant magic quadrant for secure email gateway,77,10,4,cybersecurity,2012,455
175703,nifty_521,2012-08-20,US STOCKS-Wall St pauses after 6-week rally; Apple hits new high,Neutral,-0.003,64,stock wall pause after week rally apple hit new high,52,10,2,stock,2012,476
175707,nifty_521,2012-08-20,Research and Markets: Australia - Mobile Communications - Industry Overview - 2012 Provides an Industry Overview with Information on Trends and Developments in These Maturing Markets,Neutral,-0.003,182,research and market australia mobile communication industry overview provides industry overview with information trend and development these maturing market,156,19,7,telecom industry,2012,480
175710,nifty_521,2012-08-20,Research and Markets: Global Biobanking Market 2011-2015: The Global Biobanking market to grow at a CAGR of 5.5 percent over the period 2011-2015,Neutral,-0.003,145,research and market global biobanking market the global biobanking market grow cagr percent over the period,107,16,0,pharmacy,2012,646
175712,nifty_521,2012-08-20,Research and Markets: Human Insulin Market in China 2011-2015: The Human Insulin Market in China to Grow at a CAGR of 19.2 Percent over the Period 2011-2015,Neutral,-0.003,156,research and market human insulin market china the human insulin market china grow cagr percent over the period,111,18,0,pharmacy,2012,646
175714,nifty_521,2012-08-20,"Research and Markets: South Korea - Key Statistics, Infrastructure, Regulatory Overview and Forecasts: Forecasts for fixed-line subscribers are included to 2017",Neutral,-0.003,160,research and market south korea key statistic infrastructure regulatory overview and forecast forecast for fixed line subscriber are included,141,19,7,telecom industry,2012,480
175716,nifty_521,2012-08-20,Research and Markets: The Social CRM Software Market in North America to Grow at a CAGR of 29.5 Percent over the Period 2011-2015,Neutral,-0.003,129,research and market the social crm software market north america grow cagr percent over the period,98,16,7,telecom industry,2012,480
175718,nifty_521,2012-08-20,"Research and Markets: United Arab Emirates Pharmaceutical and Healthcare Report Q3 2012: Prices for Tests Such as Blood Tests, X-Rays, MRI Scans and CAT Scans Will Decrease by 24%",Neutral,-0.003,179,research and market united arab emirate pharmaceutical and healthcare report price for test such blood test ray mri scan and cat scan will decrease,147,24,0,pharmacy,2012,646
175735,nifty_521,2012-08-20,TREASURIES-Bonds flat as central bank action stays focus,Neutral,-0.003,56,treasury bond flat central bank action stay focus,49,8,10,treasury,2012,343
175757,nifty_521,2012-08-20,US STOCKS SNAPSHOT - Wall St ends flat after 6 wks of gains,Neutral,-0.003,59,stock snapshot wall end flat after wks gain,43,8,2,stock,2012,476
175771,nifty_521,2012-08-20,BRIEF-Apple hits highest market cap for U.S. company on closing basis,Neutral,-0.003,69,brief apple hit highest market cap for company closing basis,60,10,2,stock,2012,476
175781,nifty_521,2012-08-20,U.S. Day Ahead: Patent trial win-win for Apple,Neutral,-0.003,46,day ahead patent trial win win for apple,40,8,7,telecom industry,2012,480
175785,nifty_521,2012-08-20,US STOCKS-Wall St flat after rally; Apple biggest company ever,Neutral,-0.003,62,stock wall flat after rally apple biggest company ever,54,9,2,stock,2012,476
175789,nifty_521,2012-08-20,Nordson 4th-qtr rev forecast tops estimates,Neutral,-0.003,43,nordson qtr rev forecast top estimate,37,6,1,quarterly results (1),2012,598
175806,nifty_521,2012-08-20,UPDATE 1-Nordson forecasts 4th-qtr above estimates; shares rise,Neutral,-0.003,63,update nordson forecast qtr above estimate share rise,53,8,1,quarterly results (1),2012,598
175813,nifty_521,2012-08-20,Nordson forecasts fourth quarter above estimates; shares rise,Neutral,-0.003,61,nordson forecast fourth quarter above estimate share rise,57,8,1,quarterly results (1),2012,598
175854,nifty_521,2012-08-20,Wall Street flat after rally; Apple biggest company ever,Neutral,-0.003,56,wall street flat after rally apple biggest company ever,55,9,2,stock,2012,476
175870,nifty_521,2012-08-20,"UPDATE 1-Australia's Amcor beats forecasts, sees sales holding up",Neutral,-0.003,65,update australia amcor beat forecast see sale holding,53,8,1,quarterly results (1),2012,598
175890,nifty_521,2012-08-20,TREASURIES-US 10-yr notes firmer after finding chart support,Neutral,-0.003,60,treasury note firmer after finding chart support,48,7,10,treasury,2012,343
175918,nifty_521,2012-08-20,Treasury to Sell $50 Billion of Bills,Neutral,-0.003,37,treasury sell billion bill,26,4,10,treasury,2012,343
176008,nifty_523,2012-08-22,Website of People's Daily Doubles Profit,Fall,-0.0082,40,website people daily double profit,34,5,1,quarterly results (1),2012,598
176037,nifty_524,2012-08-23,Big Lots Says Profit Fell 38%,Rise,0.006,29,big lot say profit fell,23,5,1,quarterly results (1),2012,598
176047,nifty_524,2012-08-23,Treasury to Sell $159 Billion in Debt,Rise,0.006,37,treasury sell billion debt,26,4,10,treasury,2012,343
176102,nifty_525,2012-08-27,ASML says Samsung joins Intel to invest in latest chip technology,Neutral,-0.001,65,asml say samsung join intel invest latest chip technology,57,9,7,telecom industry,2012,480
176103,nifty_525,2012-08-27,RPT-ASML says Samsung joins Intel to invest in latest chip technology,Neutral,-0.001,69,rpt asml say samsung join intel invest latest chip technology,61,10,7,telecom industry,2012,480
176122,nifty_525,2012-08-27,Breakingviews: Consumers can hope Apple patent victory is Pyrrhic,Neutral,-0.001,65,breakingviews consumer can hope apple patent victory pyrrhic,60,8,7,telecom industry,2012,480
176128,nifty_525,2012-08-27,U.S. stock index futures point to mixed start,Neutral,-0.001,45,stock index future point mixed start,36,6,2,stock,2012,476
176132,nifty_525,2012-08-27,"Inovio Pharmaceuticals to Present at Liolios, Stifel, and Rodman & Renshaw Investor Conferences",Neutral,-0.001,95,inovio pharmaceutical present liolios stifel and rodman renshaw investor conference,83,10,0,pharmacy,2012,646
176162,nifty_525,2012-08-27,"Research and Markets: Global Text Analytics Market 2011-2015: Autonomy Corp. (HP), SAP AG, SAS Institute Inc. and IBM Corp. Dominte the Market",Neutral,-0.001,142,research and market global text analytics market autonomy corp sap sa institute inc and ibm corp dominte the market,115,19,7,telecom industry,2012,480
176194,nifty_525,2012-08-27,"Research and Markets: Exanthema - Pipeline Review, H1 2012",Neutral,-0.001,58,research and market exanthema pipeline review,45,6,0,pharmacy,2012,646
176196,nifty_525,2012-08-27,"Research and Markets: Emesis (Vomiting) - Pipeline Review, H1 2012",Neutral,-0.001,66,research and market emesis vomiting pipeline review,51,7,0,pharmacy,2012,646
176219,nifty_525,2012-08-27,"Pharmaceuticals, Medical Technology Are Among Attractive Investments in Emerging Markets, According to The Boston Company Asset Management",Neutral,-0.001,138,pharmaceutical medical technology are among attractive investment emerging market according the boston company asset management,127,15,0,pharmacy,2012,646
176246,nifty_525,2012-08-27,Unisys Delivers Breakthrough Combination of Cloud Security and Management with Latest Release of Secure Private Cloud Solution,Neutral,-0.001,126,unisys delivers breakthrough combination cloud security and management with latest release secure private cloud solution,120,15,4,cybersecurity,2012,455
176262,nifty_525,2012-08-27,Research and Markets: Emerging Medical Technologies Spotlight: A Report of Investment & Partnering Opportunities 2012 - Edition 7,Neutral,-0.001,129,research and market emerging medical technology spotlight report investment partnering opportunity edition,106,12,0,pharmacy,2012,646
176269,nifty_525,2012-08-27,SafeNet Enters the Virtual Security Market with Protect V(TM),Neutral,-0.001,61,safenet enters the virtual security market with protect,55,8,4,cybersecurity,2012,455
176273,nifty_525,2012-08-27,"US STOCKS-Wall St set to open higher, Apple rallies on court ruling",Neutral,-0.001,67,stock wall set open higher apple rally court ruling,51,9,2,stock,2012,476
176274,nifty_525,2012-08-27,Research and Markets: Global Telecoms - M2M a Key Global Trend,Neutral,-0.001,62,research and market global telecom key global trend,51,8,7,telecom industry,2012,480
176276,nifty_525,2012-08-27,Research and Markets: Internet Access in the United Kingdom,Neutral,-0.001,59,research and market internet access the united kingdom,54,8,7,telecom industry,2012,480
176277,nifty_525,2012-08-27," Wave Executives to Speak on Trusted Computing, BYOD and Authenticating to the Cloud at IAS",Neutral,-0.001,91,wave executive speak trusted computing byod and authenticating the cloud ia,75,11,4,cybersecurity,2012,455
176324,nifty_525,2012-08-27,TREASURIES-Yields fall as Bernanke and QE3 in focus,Neutral,-0.001,51,treasury yield fall bernanke and focus,38,6,10,treasury,2012,343
176326,nifty_525,2012-08-27,Celgene Corporation to Present at Investor Conferences in September,Neutral,-0.001,67,celgene corporation present investor conference september,57,6,0,pharmacy,2012,646
176339,nifty_525,2012-08-27,US STOCKS SNAPSHOT - Wall St edges up at open; Apple climbs,Neutral,-0.001,59,stock snapshot wall edge open apple climb,41,7,2,stock,2012,476
176353,nifty_525,2012-08-27,"Professor Gordon Liu, Key Figure in Chinese Health Care Reform Efforts, Joins Analysis Group as Academic Affiliate",Neutral,-0.001,114,professor gordon liu key figure chinese health care reform effort join analysis group academic affiliate,104,15,0,pharmacy,2012,646
176354,nifty_525,2012-08-27,US STOCKS-Wall St flat but Apple rallies on court ruling,Neutral,-0.001,56,stock wall flat but apple rally court ruling,44,8,2,stock,2012,476
176375,nifty_525,2012-08-27,"$2 Billion Video Delivery Platforms Market Set to Double by 2017, Says ABI Research",Neutral,-0.001,83,billion video delivery platform market set double say abi research,66,10,7,telecom industry,2012,480
176382,nifty_525,2012-08-27,Analysis: How Apple overwhelmed Samsung's patent case tactics,Neutral,-0.001,61,analysis how apple overwhelmed samsung patent case tactic,57,8,7,telecom industry,2012,480
176383,nifty_525,2012-08-27,"UPDATE 2-BYD H1 net plunges, blames weak sales, economy",Neutral,-0.001,55,update byd net plunge blame weak sale economy,45,8,1,quarterly results (1),2012,598
176400,nifty_525,2012-08-27,U.S. Treasury to sell $35 bln in cash management bills,Neutral,-0.001,54,treasury sell bln cash management bill,38,6,10,treasury,2012,343
176425,nifty_525,2012-08-27,US STOCKS-Wall St edges up as Fed looms; Apple hits new high,Neutral,-0.001,60,stock wall edge fed loom apple hit new high,43,9,2,stock,2012,476
176467,nifty_525,2012-08-27,"US STOCKS-Cautious Wall St inches up, Apple hits record high",Neutral,-0.001,60,stock cautious wall inch apple hit record high,46,8,2,stock,2012,476
176497,nifty_525,2012-08-27,Column: Apple's patent victory is a victory for competition,Neutral,-0.001,59,column apple patent victory victory for competition,51,7,7,telecom industry,2012,480
176513,nifty_525,2012-08-27,"US STOCKS-Wall Street flat, Apple hits record high",Neutral,-0.001,50,stock wall street flat apple hit record high,44,8,2,stock,2012,476
176516,nifty_525,2012-08-27,"TREASURIES-Yields fall, prices climb as Bernanke, QE3 in focus",Neutral,-0.001,62,treasury yield fall price climb bernanke focus,46,7,10,treasury,2012,343
176536,nifty_525,2012-08-27,US STOCKS SNAPSHOT-Wall St ends flat; Apple hits record high,Neutral,-0.001,60,stock snapshot wall end flat apple hit record high,50,9,2,stock,2012,476
176562,nifty_525,2012-08-27,US STOCKS-Wall Street ends flat but Apple notches another high,Neutral,-0.001,62,stock wall street end flat but apple notch another high,55,10,2,stock,2012,476
176578,nifty_525,2012-08-27,US STOCKS-Wall St finishes flat but Apple reaches another high,Neutral,-0.001,62,stock wall finish flat but apple reach another high,51,9,2,stock,2012,476
176590,nifty_525,2012-08-27,Samsung pours $976M into chip tech firm ASML to keep Mooreâs Law alive,Neutral,-0.001,72,samsung pours into chip tech firm asml keep mooreâ law alive,60,11,7,telecom industry,2012,480
176643,nifty_525,2012-08-27,Medtronic Establishes Shanghai Innovation Center,Neutral,-0.001,48,medtronic establishes shanghai innovation center,48,5,0,pharmacy,2012,646
176704,nifty_525,2012-08-27,Billabong Swings to Loss,Neutral,-0.001,24,billabong swing loss,20,3,1,quarterly results (1),2012,598
176796,nifty_527,2012-08-29,Sime Darby Profit Falls 16%,Fall,-0.0072,27,sime darby profit fall,22,4,1,quarterly results (1),2012,598
176800,nifty_527,2012-08-29,Zale's Loss Narrows as Margins Improve,Fall,-0.0072,38,zale loss narrow margin improve,31,5,1,quarterly results (1),2012,598
176904,nifty_529,2012-09-04,"BRIEF-Ashtead Q1 profit soars, sees improving U.S. market",Neutral,-0.0009,57,brief ashtead profit soar see improving market,46,7,1,quarterly results (1),2012,598
177073,nifty_529,2012-09-04,Research and Markets: Mobile Networks Architecture,Neutral,-0.0009,50,research and market mobile network architecture,47,6,7,telecom industry,2012,480
177114,nifty_529,2012-09-04,Research and Markets: Stem Cells - Current Topics in Molecular Cell Biology and Molecular Medicine Series,Neutral,-0.0009,105,research and market stem cell current topic molecular cell biology and molecular medicine series,96,14,0,pharmacy,2012,646
177117,nifty_529,2012-09-04,Research and Markets: Biochemical Pathways. An Atlas of Biochemistry and Molecular Biology,Neutral,-0.0009,90,research and market biochemical pathway atlas biochemistry and molecular biology,80,10,0,pharmacy,2012,646
177164,nifty_529,2012-09-04,Research and Markets: Analysis of the Global One-time Password Market,Neutral,-0.0009,69,research and market analysis the global one time password market,64,10,4,cybersecurity,2012,455
177194,nifty_529,2012-09-04," ISC8 Acquires Key Assets of Bivio Networks to Expand Into ""Big Data"" Network Cybersecurity Market",Neutral,-0.0009,98,isc acquires key asset bivio network expand into big data network cybersecurity market,86,13,4,cybersecurity,2012,455
177206,nifty_529,2012-09-04,Research and Markets: Asia - Fixed Telecommunications Infrastructure,Neutral,-0.0009,68,research and market asia fixed telecommunication infrastructure,63,7,7,telecom industry,2012,480
177273,nifty_529,2012-09-04,"US STOCKS-Futures down ahead of data, concerns about ECB meeting",Neutral,-0.0009,64,stock future down ahead data concern about ecb meeting,54,9,2,stock,2012,476
177278,nifty_529,2012-09-04,Orexigen Therapeutics Announces Presentations at Upcoming Investor Conferences,Neutral,-0.0009,78,orexigen therapeutic announces presentation upcoming investor conference,72,7,0,pharmacy,2012,646
177287,nifty_529,2012-09-04,"Research and Markets: 1Q12 Colombia Mobile Operator Forecast, 2012 - 2016: Colombia to have 55 million mobile subscriber connections in 2016 with Comcel taking 65% market share",Neutral,-0.0009,176,research and market colombia mobile operator forecast colombia have million mobile subscriber connection with comcel taking market share,136,18,7,telecom industry,2012,480
177312,nifty_529,2012-09-04,BioSpecifics Technologies Corp. to Present at Two Upcoming Investor Conferences in September,Neutral,-0.0009,92,biospecifics technology corp present two upcoming investor conference september,79,9,0,pharmacy,2012,646
177313,nifty_529,2012-09-04, FluoroPharma to Present at the Rodman & Renshaw Annual Global Investment Conference,Neutral,-0.0009,84,fluoropharma present the rodman renshaw annual global investment conference,75,9,0,pharmacy,2012,646
177325,nifty_529,2012-09-04,McAfee Threats Report Shows Largest Malware Rise in Four Years,Neutral,-0.0009,62,mcafee threat report show largest malware rise four year,56,9,4,cybersecurity,2012,455
177348,nifty_529,2012-09-04,"HID Global Showcases Its Industry Leading Portfolio of Solutions to Create, Use and Manage Security Identity at ASIS International 2012",Neutral,-0.0009,135,hid global showcase it industry leading portfolio solution create use and manage security identity asis international,117,16,4,cybersecurity,2012,455
177351,nifty_529,2012-09-04,"UPDATE 1-US STOCKS-Futures little changed, ISM data in focus",Neutral,-0.0009,60,update stock future little changed ism data focus,49,8,2,stock,2012,476
177399,nifty_529,2012-09-04,"US STOCKS-Wall St set for flat open, data eyed",Neutral,-0.0009,46,stock wall set for flat open data eyed,38,8,2,stock,2012,476
177416,nifty_529,2012-09-04, BioCentury and Thomson Reuters to Convene the 19th Annual NewsMakers in the Biotech Industry in New York,Neutral,-0.0009,105,biocentury and thomson reuters convene the annual newsmakers the biotech industry new york,90,13,0,pharmacy,2012,646
177423,nifty_529,2012-09-04,Aegerion Pharmaceuticals Announces Participation at Morgan Stanley and Think Equity Healthcare Conferences,Neutral,-0.0009,106,aegerion pharmaceutical announces participation morgan stanley and think equity healthcare conference,101,11,0,pharmacy,2012,646
177441,nifty_529,2012-09-04,TREASURIES-Prices dip as ECB talk reduces safe-haven appeal,Neutral,-0.0009,59,treasury price dip ecb talk reduces safe haven appeal,53,9,10,treasury,2012,343
177470,nifty_529,2012-09-04,US STOCKS SNAPSHOT - Wall St opens flat with data on tap,Neutral,-0.0009,56,stock snapshot wall open flat with data tap,43,8,2,stock,2012,476
177522,nifty_529,2012-09-04,"Research and Markets: Plunkett's Telecommunications Industry Almanac 2012: Telecommunications Industry Market Research, Statistics, Trends & Leading Companies",Neutral,-0.0009,158,research and market plunkett telecommunication industry almanac telecommunication industry market research statistic trend leading company,138,15,7,telecom industry,2012,480
177538,nifty_529,2012-09-04,TREASURIES-Price losses pared in wake of ISM manufacturing data,Neutral,-0.0009,63,treasury price loss pared wake ism manufacturing data,53,8,10,treasury,2012,343
177540,nifty_529,2012-09-04,US STOCKS SNAPSHOT - Wall Street edges lower after data,Neutral,-0.0009,55,stock snapshot wall street edge lower after data,48,8,2,stock,2012,476
177575,nifty_529,2012-09-04,"US STOCKS-Wall St falls after ISM, construction spending data",Neutral,-0.0009,61,stock wall fall after ism construction spending data,52,8,2,stock,2012,476
177608,nifty_529,2012-09-04,"Research and Markets: 1Q12 Brazil Mobile Operator Forecast, 2012 - 2016: Brazil to have 309 million mobile subscriber connections in 2016",Neutral,-0.0009,137,research and market brazil mobile operator forecast brazil have million mobile subscriber connection,100,13,7,telecom industry,2012,480
177616,nifty_529,2012-09-04,Revel Touch Powers New Tablet Experience for Oriental Trading Company,Neutral,-0.0009,69,revel touch power new tablet experience for oriental trading company,68,10,7,telecom industry,2012,480
177625,nifty_529,2012-09-04,TREASURIES-Prices steady as US factory activity offsets Draghi quotes,Neutral,-0.0009,69,treasury price steady factory activity offset draghi quote,58,8,10,treasury,2012,343
177656,nifty_529,2012-09-04,Red Hawk Fire & Security Joins Forces with Next Level Security Systems,Neutral,-0.0009,70,red hawk fire security join force with next level security system,65,11,4,cybersecurity,2012,455
177660,nifty_529,2012-09-04,"Research and Markets: Biomet Profile (Biomaterials): Global Market Share Analysis by Region, SWOT, Product Pipeline & Financials",Neutral,-0.0009,128,research and market biomet profile biomaterials global market share analysis region swot product pipeline financials,116,15,0,pharmacy,2012,646
177679,nifty_529,2012-09-04,"Cegedim Relationship Management`s Latest Thought Leadership Report on Russia`s Life Sciences Industry Reveals Sustained Market Expansion and New, More Targeted Pharma Regulations",Neutral,-0.0009,178,cegedim relationship management latest thought leadership report russia life science industry reveals sustained market expansion and new more targeted pharma regulation,168,21,0,pharmacy,2012,646
177705,nifty_529,2012-09-04,"TREASURIES-Prices ease, as US factory activity offsets Draghi quotes",Neutral,-0.0009,68,treasury price ease factory activity offset draghi quote,56,8,10,treasury,2012,343
177718,nifty_529,2012-09-04,Bio-Path Holdings to Present at the Rodman & Renshaw Annual Global Investment Conference,Neutral,-0.0009,88,bio path holding present the rodman renshaw annual global investment conference,79,11,0,pharmacy,2012,646
177721,nifty_529,2012-09-04,SeaChange Shows Europe`s Multi-Screen Video Progress for Monetizing On-Demand and Broadcast Services at IBC2012,Neutral,-0.0009,111,seachange show europe multi screen video progress for monetizing demand and broadcast service ibc,97,14,7,telecom industry,2012,480
177725,nifty_529,2012-09-04,"Research and Markets: 1Q12 United States Mobile Operator Forecast, 2012 - 2016: USA to Have 487 Million Mobile Subscriber Connections in 2016",Neutral,-0.0009,141,research and market united state mobile operator forecast usa have million mobile subscriber connection,103,14,7,telecom industry,2012,480
177726,nifty_529,2012-09-04,Department of Homeland Security Chief Privacy Officer Mary Ellen Callahan Joins Jenner & Block's new Privacy and Information Governance Practice as a Partner,Neutral,-0.0009,157,department homeland security chief privacy officer mary ellen callahan join jenner block new privacy and information governance practice partner,144,19,4,cybersecurity,2012,455
177749,nifty_529,2012-09-04, @Biztegra and @Marketwire Partner on Reporting and Analytics Seminar,Neutral,-0.0009,69,biztegra and marketwire partner reporting and analytics seminar,63,8,7,telecom industry,2012,480
177776,nifty_529,2012-09-04,US STOCKS-Wall Street edges lower after data; ECB ahead,Neutral,-0.0009,55,stock wall street edge lower after data ecb ahead,49,9,2,stock,2012,476
177783,nifty_529,2012-09-04,"Research and Markets: Plunkett's Outsourcing & Offshoring Industry Almanac 2013: Outsourcing & Offshoring Industry Market Research, Statistics, Trends & Leading Companies",Neutral,-0.0009,170,research and market plunkett outsourcing offshoring industry almanac outsourcing offshoring industry market research statistic trend leading company,148,17,7,telecom industry,2012,480
177788,nifty_529,2012-09-04,Research and Markets: Digital Evidence and Computer Crime. Updated Edition No. 3 Provides The Introductory Materials That New Students Require,Neutral,-0.0009,142,research and market digital evidence and computer crime updated edition provides the introductory material that new student require,131,18,4,cybersecurity,2012,455
177796,nifty_529,2012-09-04,Research and Markets: Global Telecom BI Market 2011-2015 - The Global Telecom BI Market to Grow At A CAGR Of 9.42 Percent over the Period 2011-2015,Neutral,-0.0009,147,research and market global telecom market the global telecom market grow cagr percent over the period,101,16,7,telecom industry,2012,480
177809,nifty_529,2012-09-04,US STOCKS SNAPSHOT -Nasdaq turns positive as Apple gains,Neutral,-0.0009,56,stock snapshot nasdaq turn positive apple gain,46,7,2,stock,2012,476
177818,nifty_529,2012-09-04,Research and Markets: Intellinews - Polish Capital Market Report - 2012 - The WIG20 Blue Chip Index Has Gained Nearly 10% and The Broad WIG Index Has Grown Nearly 9%,Neutral,-0.0009,165,research and market intellinews polish capital market report the wig blue chip index ha gained nearly and the broad wig index ha grown nearly,141,24,7,telecom industry,2012,480
177820,nifty_529,2012-09-04,Research and Markets: Global Handset Testing Market 2011-2015 - The Financial Constraints of Manufacturers Could Pose a Challenge to the Growth of This Market,Neutral,-0.0009,158,research and market global handset testing market the financial constraint manufacturer could pose challenge the growth this market,131,18,7,telecom industry,2012,480
177821,nifty_529,2012-09-04,TREASURIES-U.S. bond yields edge up as ECB in focus,Neutral,-0.0009,51,treasury bond yield edge ecb focus,34,6,10,treasury,2012,343
177827,nifty_529,2012-09-04,Research and Markets: The Global Patient Monitoring Systems Market to Grow At A CAGR Of 6.04 Percent over the Period 2011-2015,Neutral,-0.0009,126,research and market the global patient monitoring system market grow cagr percent over the period,97,15,0,pharmacy,2012,646
177847,nifty_529,2012-09-04,Onyx Pharmaceuticals To Present At Upcoming Investor Conferences,Neutral,-0.0009,64,onyx pharmaceutical present upcoming investor conference,56,6,0,pharmacy,2012,646
177858,nifty_529,2012-09-04,Transcept Pharmaceuticals to Present at the Rodman & Renshaw Global Investment Conference,Neutral,-0.0009,89,transcept pharmaceutical present the rodman renshaw global investment conference,80,9,0,pharmacy,2012,646
177865,nifty_529,2012-09-04,"US STOCKS SNAPSHOT - S&P; 500 ends near flat, but Apple supports",Neutral,-0.0009,64,stock snapshot end near flat but apple support,46,8,2,stock,2012,476
177877,nifty_529,2012-09-04,US STOCKS-Wall St cuts losses late on Apple strength,Neutral,-0.0009,52,stock wall cut loss late apple strength,39,7,2,stock,2012,476
177907,nifty_529,2012-09-04,"Guidewire Software fourth-quarter results beats Wall Street, shares rise",Neutral,-0.0009,72,guidewire software fourth quarter result beat wall street share rise,68,10,1,quarterly results (1),2012,598
177938,nifty_529,2012-09-04, Sarepta Therapeutics Announces At-the-Market Equity Offering,Neutral,-0.0009,61,sarepta therapeutic announces the market equity offering,56,7,0,pharmacy,2012,646
177959,nifty_529,2012-09-04,nPulse and Sourcefire Introduce Security Monitoring Integration Partnership,Neutral,-0.0009,75,npulse and sourcefire introduce security monitoring integration partnership,75,8,4,cybersecurity,2012,455
177960,nifty_529,2012-09-04,"Finisar 1st-qtr misses Wall Street view, sees weaker 2nd-qtr profit",Neutral,-0.0009,67,finisar qtr miss wall street view see weaker qtr profit,55,10,1,quarterly results (1),2012,598
177962,nifty_529,2012-09-04,"Finisar first-quarter misses Wall Street view, sees weaker second-quarter profit",Neutral,-0.0009,80,finisar first quarter miss wall street view see weaker second quarter profit,76,12,1,quarterly results (1),2012,598
177965,nifty_529,2012-09-04,US STOCKS-Wall St cuts losses on Apple strength; FedEx down late,Neutral,-0.0009,64,stock wall cut loss apple strength fedex down late,50,9,2,stock,2012,476
177973,nifty_529,2012-09-04,Wall Street cuts losses on Apple strength; FedEx down late,Neutral,-0.0009,58,wall street cut loss apple strength fedex down late,51,9,2,stock,2012,476
178176,nifty_531,2012-09-06,Navistar's Profit Tops Forecasts,Neutral,0.0039,32,navistar profit top forecast,28,4,1,quarterly results (1),2012,598
178179,nifty_531,2012-09-06,Hovnanian's Revenue Surges,Neutral,0.0039,26,hovnanian revenue surge,23,3,1,quarterly results (1),2012,598
178202,nifty_532,2012-09-10,U.S. Sets T-Bill Sale,Neutral,0.0028,21,set bill sale,13,3,10,treasury,2012,343
178203,nifty_532,2012-09-10,Treasury Plans Share Sales,Neutral,0.0028,26,treasury plan share sale,24,4,10,treasury,2012,343
178206,nifty_532,2012-09-10,Long-Dated Treasurys Fall,Neutral,0.0028,25,long dated treasury fall,24,4,10,treasury,2012,343
178225,nifty_532,2012-09-10,China Economy Shows Frailty,Neutral,0.0028,27,china economy show frailty,26,4,0,pharmacy,2012,646
