,id,date,news,label,pct_change,text_length,textlemma,textlengthforlemma,word_count,topic,topic_name,Entities,IsEntity
256356,nifty_783,2013-12-23,"Market Expert Opinion: Baxter Intl., Unilife, CareFusion, and Mindray Medical Intl.",Neutral,0.0022,83,market expert opinion baxter intl unilife carefusion and mindray medical intl,77,11,0,pharmacy,"['market', 'expert', 'opinion', 'b', '##ax', '##ter', 'in', '##tl', 'un', '##ili', '##fe', 'care', '##fusion', 'and', 'mind', '##ray', 'medical', 'in', '##tl']",1
256361,nifty_783,2013-12-23,"Technical Research on Equities: Ariad Pharma, MannKind, Galena Biopharma, and Novavax",Neutral,0.0022,85,technical research equity ariad pharma mannkind galena biopharma and novavax,76,10,0,pharmacy,"['technical', 'research', 'equity', 'a', '##riad', 'p', '##har', '##ma', 'man', '##nk', '##ind', 'gal', '##ena', 'bio', '##pha', '##rma', 'and', 'no', '##va', '##va', '##x']",1
256363,nifty_783,2013-12-23,"New Clinical Trials, Stock Price Movements, and Completed Acquisitions - Research Report on Merck, Lilly, Allergan, PerkinElmer, and Air Methods",Neutral,0.0022,144,new clinical trial stock price movement and completed acquisition research report merck lilly allergan perkinelmer and air method,129,18,0,pharmacy,"['new', 'clinical', 'trial', 'stock', 'price', 'movement', 'and', 'completed', 'acquisition', 'research', 'report', 'me', '##rc', '##k', 'l', '##ill', '##y', 'all', '##er', '##gan', 'per', '##kin', '##el', '##mer', 'and', 'air', 'method']",1
256367,nifty_783,2013-12-23,"Pre-Market Commentary: Perrigo, Allscripts Healthcare Solutions, Catalyst Pharma Partners, and Ironwood Pharma",Neutral,0.0022,110,pre market commentary perrigo allscripts healthcare solution catalyst pharma partner and ironwood pharma,104,13,0,pharmacy,"['pre', 'market', 'commentary', 'per', '##rig', '##o', 'all', '##s', '##cripts', 'healthcare', 'solution', 'catalyst', 'p', '##har', '##ma', 'partner', 'and', 'iron', '##wood', 'p', '##har', '##ma']",1
256422,nifty_783,2013-12-23,"Taiwan Spends a High Percentage of its Healthcare Budget on Pharmaceuticals, but Second Generation Healthcare Reform is Transforming the Market Landscape",Neutral,0.0022,153,taiwan spends high percentage it healthcare budget pharmaceutical but second generation healthcare reform transforming the market landscape,139,17,0,pharmacy,"['ta', '##i', '##wan', 'spends', 'high', 'percentage', 'it', 'healthcare', 'budget', 'pharmaceutical', 'but', 'second', 'generation', 'healthcare', 'reform', 'transforming', 'the', 'market', 'landscape']",1
256490,nifty_783,2013-12-23,"Research and Markets: Global Epigenetics Market 2014-2018: With Celgene Corp., Eisai Inc. and Merck & Co. Dominating",Neutral,0.0022,116,research and market global epigenetics market with celgene corp eisai inc and merck dominating,94,14,0,pharmacy,"['research', 'and', 'market', 'global', 'e', '##pi', '##gene', '##tics', 'market', 'with', 'c', '##el', '##gene', 'co', '##rp', 'e', '##isa', '##i', 'in', '##c', 'and', 'me', '##rc', '##k', 'dominating']",1
256500,nifty_783,2013-12-23,"Research and Markets: Global RFID Market 2014-2018 with RFID4U, UPM raflatac, and Zebra Technologies Inc. Dominating",Neutral,0.0022,116,research and market global rfid market with rfidu upm raflatac and zebra technology inc dominating,98,15,0,pharmacy,"['research', 'and', 'market', 'global', 'r', '##fi', '##d', 'market', 'with', 'r', '##fi', '##du', 'up', '##m', 'r', '##af', '##lat', '##ac', 'and', 'z', '##eb', '##ra', 'technology', 'in', '##c', 'dominating']",1
256730,nifty_783,2013-12-23,Baxter Recalls Some IV Solutions,Neutral,0.0022,32,baxter recall some solution,27,4,0,pharmacy,"['b', '##ax', '##ter', 'recall', 'some', 'solution']",1
256817,nifty_784,2013-12-26,"Market Technicals on Thursday: Quest Diagnostics, Santarus, Isis Pharma, and Community Health Systems",Neutral,-0.0001,101,market technical thursday quest diagnostics santarus isi pharma and community health system,91,12,0,pharmacy,"['market', 'technical', 'th', '##urs', '##day', 'quest', 'diagnostic', '##s', 'sa', '##nta', '##rus', 'is', '##i', 'p', '##har', '##ma', 'and', 'community', 'health', 'system']",1
256823,nifty_784,2013-12-26,"Technical Briefing on Health Care Sector: Gilead Sciences, Halozyme Therapeutics, NPS Pharma, and InterMune",Neutral,-0.0001,107,technical briefing health care sector gilead science halozyme therapeutic np pharma and intermune,97,13,0,pharmacy,"['technical', 'brief', '##ing', 'health', 'care', 'sector', 'g', '##ile', '##ad', 'science', 'ha', '##lo', '##zy', '##me', 'therapeutic', 'n', '##p', 'p', '##har', '##ma', 'and', 'inter', '##mu', '##ne']",1
257150,nifty_785,2013-12-30,"Conference Schedules, Stock Price Movements, Executive Transitions, and Revenue Outlook - Research Report on Incyte, ViroPharma, Cooper, Varian and PDL BioPharma",Neutral,0.0047,161,conference schedule stock price movement executive transition and revenue outlook research report incyte viropharma cooper varian and pdl biopharma,147,19,0,pharmacy,"['conference', 'schedule', 'stock', 'price', 'movement', 'executive', 'transition', 'and', 'revenue', 'outlook', 'research', 'report', 'in', '##cy', '##te', 'v', '##iro', '##pha', '##rma', 'co', '##oper', 'var', '##ian', 'and', 'p', '##dl', 'bio', '##pha', '##rma']",1
257155,nifty_785,2013-12-30,"Regulatory Filings, Upcoming Healthcare Conferences, Trial Updates, and Innovative Collaborations - Research Report on Novo Nordisk, Hospira, Tesaro, Alnylam, and Sanofi",Neutral,0.0047,169,regulatory filing upcoming healthcare conference trial update and innovative collaboration research report novo nordisk hospira tesaro alnylam and sanofi,153,19,0,pharmacy,"['regulatory', 'filing', 'upcoming', 'healthcare', 'conference', 'trial', 'update', 'and', 'innovative', 'collaboration', 'research', 'report', 'no', '##vo', 'nor', '##dis', '##k', 'ho', '##sp', '##ira', 'te', '##sar', '##o', 'al', '##ny', '##lam', 'and', 'sa', '##no', '##fi']",1
257462,nifty_785,2013-12-30,Sanofi Appeals MS Drug Rejection,Neutral,0.0047,32,sanofi appeal drug rejection,28,4,0,pharmacy,"['sa', '##no', '##fi', 'appeal', 'drug', 'rejection']",1
257610,nifty_787,2014-01-06,"Research and Markets: Minimally Invasive Surgery Market - Global Industry Analysis, Size, Share, Growth, Trends & Forecast, 2013 - 2019",Rise,0.0061,135,research and market minimally invasive surgery market global industry analysis size share growth trend forecast,111,15,0,pharmacy,"['research', 'and', 'market', 'minimal', '##ly', 'invasive', 'surgery', 'market', 'global', 'industry', 'analysis', 'size', 'share', 'growth', 'trend', 'forecast']",1
257612,nifty_787,2014-01-06,"Research and Markets: China Medical Monitor Industry Report, 2013-2015",Rise,0.0061,70,research and market china medical monitor industry report,57,8,0,pharmacy,"['research', 'and', 'market', 'chin', '##a', 'medical', 'monitor', 'industry', 'report']",1
257633,nifty_787,2014-01-06,Research and Markets: EpiCast Report: Ulcerative Colitis - Epidemiology Forecast to 2022,Rise,0.0061,88,research and market epicast report ulcerative colitis epidemiology forecast,75,9,0,pharmacy,"['research', 'and', 'market', 'epic', '##ast', 'report', 'ul', '##cer', '##ative', 'co', '##lit', '##is', 'e', '##pid', '##em', '##iology', 'forecast']",1
257666,nifty_787,2014-01-06,Research and Markets: Global Renal Cell Carcinoma Pipeline Highlights - 2014 Research Report,Rise,0.0061,92,research and market global renal cell carcinoma pipeline highlight research report,82,11,0,pharmacy,"['research', 'and', 'market', 'global', 're', '##nal', 'cell', 'car', '##cin', '##oma', 'pipeline', 'highlight', 'research', 'report']",1
257668,nifty_787,2014-01-06,Research and Markets: Global Bipolar Disorder Pipeline Highlights - 2014 Research Report,Rise,0.0061,88,research and market global bipolar disorder pipeline highlight research report,78,10,0,pharmacy,"['research', 'and', 'market', 'global', 'bi', '##pol', '##ar', 'disorder', 'pipeline', 'highlight', 'research', 'report']",1
257681,nifty_787,2014-01-06,RXi Pharmaceuticals to Present at the Biotech Showcaseâ¢ 2014,Rise,0.0061,62,rxi pharmaceutical present the biotech showcaseâ,48,6,0,pharmacy,"['r', '##xi', 'pharmaceutical', 'present', 'the', 'bio', '##tech', 'showcase', '##â']",1
257720,nifty_787,2014-01-06,"Stock Movements, FDA Clearances, Collaborations, and Agreements - Research Report on CytRx, Quidel, Repligen, Intrexon, and Acacia",Rise,0.0061,130,stock movement fda clearance collaboration and agreement research report cytrx quidel repligen intrexon and acacia,114,15,0,pharmacy,"['stock', 'movement', 'f', '##da', 'clearance', 'collaboration', 'and', 'agreement', 'research', 'report', 'c', '##yt', '##r', '##x', 'q', '##uid', '##el', 're', '##p', '##li', '##gen', 'in', '##tre', '##xon', 'and', 'a', '##cacia']",1
257725,nifty_787,2014-01-06,"Drug Designation, Conference Participations, Induction of Winners, Software Solution Deployment, and Patent Issuance - Research Report on GSK, Centene, WuXi PharmaTech, Allscripts, and Immunomedics",Rise,0.0061,197,drug designation conference participation induction winner software solution deployment and patent issuance research report gsk centene wuxi pharmatech allscripts and immunomedics,179,21,0,pharmacy,"['drug', 'designation', 'conference', 'participation', 'induction', 'winner', 'software', 'solution', 'deployment', 'and', 'patent', 'is', '##su', '##ance', 'research', 'report', 'g', '##sk', 'cent', '##ene', 'w', '##ux', '##i', 'p', '##har', '##mate', '##ch', 'all', '##s', '##cripts', 'and', 'im', '##mu', '##no', '##med', '##ics']",1
257737,nifty_787,2014-01-06,Iroko Pharmaceuticals to Present at 6th Annual Biotech Showcaseâ¢,Rise,0.0061,66,iroko pharmaceutical present annual biotech showcaseâ,53,6,0,pharmacy,"['i', '##rok', '##o', 'pharmaceutical', 'present', 'annual', 'bio', '##tech', 'showcase', '##â']",1
257743,nifty_787,2014-01-06,AdCare Health Systems to Present at Noble Financial Capital Markets' 10th Annual Equity Conference,Rise,0.0061,98,adcare health system present noble financial capital market annual equity conference,84,11,0,pharmacy,"['ad', '##care', 'health', 'system', 'present', 'noble', 'financial', 'capital', 'market', 'annual', 'equity', 'conference']",1
257757,nifty_787,2014-01-06,Research and Markets: 2013 Report on the International Epigenetics Technology Market - World Forecasts to 2017,Rise,0.0061,110,research and market report the international epigenetics technology market world forecast,89,11,0,pharmacy,"['research', 'and', 'market', 'report', 'the', 'international', 'e', '##pi', '##gene', '##tics', 'technology', 'market', 'world', 'forecast']",1
257767,nifty_787,2014-01-06,Research and Markets: 2013 Report on the International mHealth Market - World Forecasts to 2018,Rise,0.0061,95,research and market report the international mhealth market world forecast,74,10,0,pharmacy,"['research', 'and', 'market', 'report', 'the', 'international', 'm', '##hea', '##lt', '##h', 'market', 'world', 'forecast']",1
257833,nifty_787,2014-01-06,Research and Markets: 2013 Report on the International Biopsy Devices Market - Global Forecasts to 2018,Rise,0.0061,103,research and market report the international biopsy device market global forecast,81,11,0,pharmacy,"['research', 'and', 'market', 'report', 'the', 'international', 'bio', '##psy', 'device', 'market', 'global', 'forecast']",1
257837,nifty_787,2014-01-06,"Stellar Biotechnologies, Inc. to Present at Two Investor Conferences in January",Rise,0.0061,79,stellar biotechnology inc present two investor conference january,65,8,0,pharmacy,"['stellar', 'bio', '##tech', '##nology', 'in', '##c', 'present', 'two', 'investor', 'conference', 'j', '##anu', '##ary']",1
257960,nifty_787,2014-01-06,"Research and Markets: Research Report on China Antidiabetic Drug Market, 2014-2018",Rise,0.0061,82,research and market research report china antidiabetic drug market,66,9,0,pharmacy,"['research', 'and', 'market', 'research', 'report', 'chin', '##a', 'anti', '##dia', '##bet', '##ic', 'drug', 'market']",1
257969,nifty_787,2014-01-06,Bio-Path Holdings to Present at the Biotech Showcaseâ¢ 2014 Conference,Rise,0.0061,71,bio path holding present the biotech showcaseâ conference,57,8,0,pharmacy,"['bio', 'path', 'holding', 'present', 'the', 'bio', '##tech', 'showcase', '##â', 'conference']",1
258202,nifty_787,2014-01-06,NPS Pharmaceuticals to Present at J.P. Morgan Healthcare Conference,Rise,0.0061,67,np pharmaceutical present morgan healthcare conference,54,6,0,pharmacy,"['n', '##p', 'pharmaceutical', 'present', 'm', '##or', '##gan', 'healthcare', 'conference']",1
258383,nifty_787,2014-01-06,Royalty Pharma Acquires Drug Stake,Rise,0.0061,34,royalty pharma acquires drug stake,34,5,0,pharmacy,"['royalty', 'p', '##har', '##ma', 'acquire', '##s', 'drug', 'stake']",1
258461,nifty_788,2014-01-07,OraSure Unit to Address FDA Warning Letter,Neutral,0.0002,42,orasure unit address fda warning letter,39,6,0,pharmacy,"['or', '##as', '##ure', 'unit', 'address', 'f', '##da', 'warning', 'letter']",1
258466,nifty_788,2014-01-07,FDA to Decide on Diet Drug by June,Neutral,0.0002,34,fda decide diet drug june,25,5,0,pharmacy,"['f', '##da', 'decide', 'diet', 'drug', 'j', '##une']",1
258494,nifty_789,2014-01-08,Novartis Sued for Alleged Kickbacks,Neutral,0.0007,35,novartis sued for alleged kickback,34,5,0,pharmacy,"['no', '##var', '##tis', 'sued', 'for', 'alleged', 'kick', '##back']",1
258523,nifty_789,2014-01-08,"Quest Diagnostics, University to Develop Diagnostic Tools",Neutral,0.0007,57,quest diagnostics university develop diagnostic tool,52,6,0,pharmacy,"['quest', 'diagnostic', '##s', 'university', 'develop', 'diagnostic', 'tool']",1
258538,nifty_789,2014-01-08,Health Management Shareholders Approve Community Health Deal,Neutral,0.0007,60,health management shareholder approve community health deal,59,7,0,pharmacy,"['health', 'management', 'shareholder', 'approve', 'community', 'health', 'deal']",1
258633,nifty_790,2014-01-09,Biogen Partners with Sangamo on Hemoglobin-Related Therapies,Neutral,0.0027,60,biogen partner with sangamo hemoglobin related therapy,54,7,0,pharmacy,"['bio', '##gen', 'partner', 'with', 'sang', '##amo', 'hem', '##og', '##lo', '##bin', 'related', 'therapy']",1
258635,nifty_790,2014-01-09,Novartis's Blockbuster Drug Hemorrhages Sales,Neutral,0.0027,45,novartis blockbuster drug hemorrhage sale,41,5,0,pharmacy,"['no', '##var', '##tis', 'block', '##buster', 'drug', 'hem', '##or', '##r', '##hage', 'sale']",1
258725,nifty_791,2014-01-13,Merck Filing for Melanoma Treatment,Rise,0.0109,35,merck filing for melanoma treatment,35,5,0,pharmacy,"['me', '##rc', '##k', 'filing', 'for', 'me', '##lan', '##oma', 'treatment']",1
258728,nifty_791,2014-01-13,St. Jude Raises 4th-Quarter Guidance,Rise,0.0109,36,jude raise quarter guidance,27,4,0,pharmacy,"['j', '##ude', 'raise', 'quarter', 'guidance']",1
258764,nifty_792,2014-01-14,New Biotech Knows Roller-Coaster Feeling,Rise,0.0054,40,new biotech know roller coaster feeling,39,6,0,pharmacy,"['new', 'bio', '##tech', 'know', 'roller', 'coaster', 'feeling']",1
258999,nifty_793,2014-01-15,Research and Markets: Global and Chinese Medical MRI Equipment Industry Report 2014,Neutral,-0.0013,83,research and market global and chinese medical mri equipment industry report,76,11,0,pharmacy,"['research', 'and', 'market', 'global', 'and', 'chin', '##ese', 'medical', 'm', '##ri', 'equipment', 'industry', 'report']",1
259015,nifty_793,2014-01-15,Revive Therapeutics Ltd. Announces Initiation of A Phase 2a Study of REV-001 (Tianeptine) for the Prevention of Opioid-Induced Respiratory Depression,Neutral,-0.0013,149,revive therapeutic ltd announces initiation phase study rev tianeptine for the prevention opioid induced respiratory depression,127,16,0,pharmacy,"['revive', 'therapeutic', 'l', '##t', '##d', 'announces', 'initiation', 'phase', 'study', 're', '##v', 't', '##ian', '##ept', '##ine', 'for', 'the', 'prevention', 'op', '##io', '##id', 'induced', 'respiratory', 'depression']",1
259071,nifty_793,2014-01-15,Echo Therapeutics to Present at the Noble Financial Capital Markets' Tenth Annual Equity Conference,Neutral,-0.0013,99,echo therapeutic present the noble financial capital market tenth annual equity conference,90,12,0,pharmacy,"['echo', 'therapeutic', 'present', 'the', 'noble', 'financial', 'capital', 'market', 'tenth', 'annual', 'equity', 'conference']",1
259077,nifty_793,2014-01-15,Research and Markets: 2013 Report on the International mHealth Apps & Solutions Market - Global Trends & Forecast to 2018,Neutral,-0.0013,121,research and market report the international mhealth apps solution market global trend forecast,95,13,0,pharmacy,"['research', 'and', 'market', 'report', 'the', 'international', 'm', '##hea', '##lt', '##h', 'apps', 'solution', 'market', 'global', 'trend', 'forecast']",1
259082,nifty_793,2014-01-15,"Health Care Sector Technical Data: Tenet Healthcare, Community Health Systems, HCA Holdings, and Health Management Associates",Neutral,-0.0013,125,health care sector technical data tenet healthcare community health system hca holding and health management associate,118,16,0,pharmacy,"['health', 'care', 'sector', 'technical', 'data', 'ten', '##et', 'healthcare', 'community', 'health', 'system', 'h', '##ca', 'holding', 'and', 'health', 'management', 'associate']",1
259086,nifty_793,2014-01-15,"Upcoming Earnings Schedule, Supply and Collaboration Agreements, Financial Results, and Stock Options - Research Report on Natus, Haemonetics, AngioDynamics, Horizon Pharma, and ImmunoGen",Neutral,-0.0013,187,upcoming earnings schedule supply and collaboration agreement financial result and stock option research report natus haemonetics angiodynamics horizon pharma and immunogen,172,21,0,pharmacy,"['upcoming', 'earnings', 'schedule', 'supply', 'and', 'collaboration', 'agreement', 'financial', 'result', 'and', 'stock', 'option', 'research', 'report', 'na', '##tus', 'ha', '##emon', '##etics', 'an', '##gio', '##dynamic', '##s', 'horizon', 'p', '##har', '##ma', 'and', 'im', '##mu', '##no', '##gen']",1
259095,nifty_793,2014-01-15,"Multi-Year Contracts, Results Schedules, and Financial Guidance Updates - Research Report on Cigna, PerkinElmer, WuXi PharmaTech, MEDNAX, and WellCare",Neutral,-0.0013,150,multi year contract result schedule and financial guidance update research report cigna perkinelmer wuxi pharmatech mednax and wellcare,135,18,0,pharmacy,"['multi', 'year', 'contract', 'result', 'schedule', 'and', 'financial', 'guidance', 'update', 'research', 'report', 'c', '##ign', '##a', 'per', '##kin', '##el', '##mer', 'w', '##ux', '##i', 'p', '##har', '##mate', '##ch', 'me', '##dn', '##ax', 'and', 'well', '##care']",1
259097,nifty_793,2014-01-15,"Stock Price Movements, Completion of Acquisitions, and Clinical Trial Initiations - Research Report on Endocyte, PharMerica, Synta, AtriCure, and Cytokinetics",Neutral,-0.0013,158,stock price movement completion acquisition and clinical trial initiation research report endocyte pharmerica synta atricure and cytokinetics,141,17,0,pharmacy,"['stock', 'price', 'movement', 'completion', 'acquisition', 'and', 'clinical', 'trial', 'initiation', 'research', 'report', 'end', '##oc', '##yte', 'p', '##har', '##mer', '##ica', 's', '##yn', '##ta', 'at', '##ric', '##ure', 'and', 'c', '##yt', '##oki', '##net', '##ics']",1
259109,nifty_793,2014-01-15,"BrainStorm Hosting a Conference Call with Clinical Trial Advisors in Israel, US and Brazil to Update Shareholders on Current Developments",Neutral,-0.0013,137,brainstorm hosting conference call with clinical trial advisor israel and brazil update shareholder current development,119,15,0,pharmacy,"['brains', '##tor', '##m', 'hosting', 'conference', 'call', 'with', 'clinical', 'trial', 'advisor', 'is', '##rae', '##l', 'and', 'bra', '##zi', '##l', 'update', 'shareholder', 'current', 'development']",1
259417,nifty_793,2014-01-15,"Research and Markets: Global Medical Imaging Equipment Market Report 2013-2019: In-Depth X-ray, Ultrasound, CT, MRI and Nuclear Imaging Analysis",Neutral,-0.0013,144,research and market global medical imaging equipment market report depth ray ultrasound mri and nuclear imaging analysis,120,17,0,pharmacy,"['research', 'and', 'market', 'global', 'medical', 'imaging', 'equipment', 'market', 'report', 'depth', 'ray', 'ultra', '##sound', 'm', '##ri', 'and', 'nuclear', 'imaging', 'analysis']",1
259791,nifty_793,2014-01-15,Chelsea Therapeutics' Northera Gets Strong Support From FDA Panel,Neutral,-0.0013,65,chelsea therapeutic northera get strong support from fda panel,62,9,0,pharmacy,"['ch', '##els', '##ea', 'therapeutic', 'north', '##era', 'get', 'strong', 'support', 'from', 'f', '##da', 'panel']",1
259979,nifty_796,2014-01-22,St. Jude Medical Profit Rises 2.5% on Continued Sales Growth,Fall,-0.0082,60,jude medical profit rise continued sale growth,46,7,0,pharmacy,"['j', '##ude', 'medical', 'profit', 'rise', 'continued', 'sale', 'growth']",1
260024,nifty_796,2014-01-22,FDA Turns Down Application for Amag's Drug,Fall,-0.0082,42,fda turn down application for amag drug,39,7,0,pharmacy,"['f', '##da', 'turn', 'down', 'application', 'for', 'am', '##ag', 'drug']",1
260030,nifty_796,2014-01-22,Quest Diagnostics to Acquire Solstas Lab,Fall,-0.0082,40,quest diagnostics acquire solstas lab,37,5,0,pharmacy,"['quest', 'diagnostic', '##s', 'acquire', 'so', '##ls', '##tas', 'lab']",1
260068,nifty_797,2014-01-23,Positive biotech sector momentum continues - transformational new products the key driver,Fall,-0.0213,89,positive biotech sector momentum continues transformational new product the key driver,86,11,0,pharmacy,"['positive', 'bio', '##tech', 'sector', 'momentum', 'continues', 'transformation', '##al', 'new', 'product', 'the', 'key', 'driver']",1
260164,nifty_797,2014-01-23,Research and Markets: 2013 Report on the International Radiopharmaceuticals Market - Trends And Forecasts to 2018,Fall,-0.0213,113,research and market report the international radiopharmaceutical market trend and forecast,90,11,0,pharmacy,"['research', 'and', 'market', 'report', 'the', 'international', 'radio', '##pha', '##rma', '##ce', '##utical', 'market', 'trend', 'and', 'forecast']",1
260215,nifty_797,2014-01-23,Research and Markets: Generic Drug Opportunity Assessment - Fingolimod (Gilenya),Fall,-0.0213,80,research and market generic drug opportunity assessment fingolimod gilenya,74,9,0,pharmacy,"['research', 'and', 'market', 'generic', 'drug', 'opportunity', 'assessment', 'fin', '##gol', '##imo', '##d', 'g', '##ile', '##nya']",1
260309,nifty_797,2014-01-23,Research and Markets: 2013 Report on the International North America Injectable Drug Delivery Market - Forecasts to 2017,Fall,-0.0213,120,research and market report the international north america injectable drug delivery market forecast,99,13,0,pharmacy,"['research', 'and', 'market', 'report', 'the', 'international', 'north', 'am', '##eric', '##a', 'in', '##ject', '##able', 'drug', 'delivery', 'market', 'forecast']",1
260324,nifty_797,2014-01-23,Research and Markets: 2013 Report on the International 3D Imaging Market - Forecasts and Analysis to 2018,Fall,-0.0213,105,research and market report the international imaging market forecast and analysis,81,11,0,pharmacy,"['research', 'and', 'market', 'report', 'the', 'international', 'imaging', 'market', 'forecast', 'and', 'analysis']",1
260370,nifty_797,2014-01-23,"Alibaba, Yunfeng to invest $170 million in drug data project",Fall,-0.0213,60,alibaba yunfeng invest million drug data project,48,7,0,pharmacy,"['al', '##iba', '##ba', 'y', '##un', '##feng', 'invest', 'million', 'drug', 'data', 'project']",1
260418,nifty_797,2014-01-23,Mintigo Unveils DNA Spotlight Report on the State of the Marketing Technology Industry,Fall,-0.0213,86,mintigo unveils dna spotlight report the state the marketing technology industry,80,11,0,pharmacy,"['mint', '##igo', 'un', '##ve', '##ils', 'd', '##na', 'spotlight', 'report', 'the', 'state', 'the', 'marketing', 'technology', 'industry']",1
260419,nifty_797,2014-01-23,inVentiv Health Leverages Advanced Digital Technology To Slash The Time Required To Conduct Feasibility Studies,Fall,-0.0213,111,inventiv health leverage advanced digital technology slash the time required conduct feasibility study,102,13,0,pharmacy,"['in', '##vent', '##iv', 'health', 'leverage', 'advanced', 'digital', 'technology', 'slash', 'the', 'time', 'required', 'conduct', 'f', '##eas', '##ibility', 'study']",1
260489,nifty_797,2014-01-23,Unprecedented Biotech Showcaseâ¢ 2014 Attendance Reflects Investor Appetite for Biotech Innovation,Fall,-0.0213,99,unprecedented biotech showcaseâ attendance reflects investor appetite for biotech innovation,92,10,0,pharmacy,"['unprecedented', 'bio', '##tech', 'showcase', '##â', 'attendance', 'reflects', 'investor', 'appetite', 'for', 'bio', '##tech', 'innovation']",1
260527,nifty_797,2014-01-23,"Research and Markets: Fragile X Syndrome - Pipeline Review, H2 2013",Fall,-0.0213,67,research and market fragile syndrome pipeline review,52,7,0,pharmacy,"['research', 'and', 'market', 'fragile', 'syndrome', 'pipeline', 'review']",1
260544,nifty_797,2014-01-23,Genome BC Investing in BC Technology and Manufacturing,Fall,-0.0213,54,genome investing technology and manufacturing,45,5,0,pharmacy,"['genome', 'investing', 'technology', 'and', 'manufacturing']",1
260627,nifty_797,2014-01-23,"Research and Markets: Process Validation for Pharmaceutical Products Regulated by EMA & FDA - Balancing Science and Risk During the Product Lifecycle (Seminar, London)",Fall,-0.0213,167,research and market process validation for pharmaceutical product regulated ema fda balancing science and risk during the product lifecycle seminar london,154,21,0,pharmacy,"['research', 'and', 'market', 'process', 'valid', '##ation', 'for', 'pharmaceutical', 'product', 'regulated', 'em', '##a', 'f', '##da', 'balancing', 'science', 'and', 'risk', 'during', 'the', 'product', 'life', '##cycle', 'seminar', 'lo', '##ndon']",1
260686,nifty_797,2014-01-23,"16th Annual BIO CEO & Investor Conference to Highlight 2014 Biotech Outlook, Timely Business Development Issues and Hot Therapeutic Topics",Fall,-0.0213,138,annual bio ceo investor conference highlight biotech outlook timely business development issue and hot therapeutic topic,120,16,0,pharmacy,"['annual', 'bio', 'c', '##eo', 'investor', 'conference', 'highlight', 'bio', '##tech', 'outlook', 'time', '##ly', 'business', 'development', 'issue', 'and', 'hot', 'therapeutic', 'topic']",1
260773,nifty_797,2014-01-23,Tonix Pharmaceuticals Announces Proposed Public Offering of Common Stock,Fall,-0.0213,72,tonix pharmaceutical announces proposed public offering common stock,68,8,0,pharmacy,"['ton', '##ix', 'pharmaceutical', 'announces', 'proposed', 'public', 'offering', 'common', 'stock']",1
260807,nifty_797,2014-01-23,Doctor quizzed about drug info discussions with investors outside of SAC,Fall,-0.0213,72,doctor quizzed about drug info discussion with investor outside sac,67,10,0,pharmacy,"['doctor', 'q', '##uiz', '##zed', 'about', 'drug', 'info', 'discussion', 'with', 'investor', 'outside', 'sa', '##c']",1
260847,nifty_797,2014-01-23,FDA's Thomas Arista and Rick Friedman Confirmed as Keynote Speakers at 23rd Annual ISPE Aseptic Conference,Fall,-0.0213,106,fda thomas arista and rick friedman confirmed keynote speaker annual ispe aseptic conference,92,13,0,pharmacy,"['f', '##da', 'th', '##oma', '##s', 'a', '##rist', '##a', 'and', 'r', '##ick', 'fried', '##man', 'confirmed', 'key', '##note', 'speaker', 'annual', 'is', '##pe', 'as', '##ept', '##ic', 'conference']",1
261212,nifty_799,2014-01-28,"Research and Markets: Transitional Cell Carcinoma (Urothelial Cell Carcinoma) - Pipeline Review, H2 2013 Report",Fall,-0.0096,111,research and market transitional cell carcinoma urothelial cell carcinoma pipeline review report,96,12,0,pharmacy,"['research', 'and', 'market', 'transitional', 'cell', 'car', '##cin', '##oma', 'u', '##roth', '##eli', '##al', 'cell', 'car', '##cin', '##oma', 'pipeline', 'review', 'report']",1
261257,nifty_799,2014-01-28,"Research and Markets: Pharmaceutical Regulatory Affairs in Africa - Including South Africa (Seminar, London) 28th & 29th April 2014",Fall,-0.0096,131,research and market pharmaceutical regulatory affair africa including south africa seminar london april,103,13,0,pharmacy,"['research', 'and', 'market', 'pharmaceutical', 'regulatory', 'affair', 'a', '##f', '##rica', 'including', 'south', 'a', '##f', '##rica', 'seminar', 'lo', '##ndon', 'a', '##p', '##ril']",1
261265,nifty_799,2014-01-28,"Research and Markets: Antibody-Drug Conjugates 2014 - A Business, Technology & Pipeline Analysis",Fall,-0.0096,96,research and market antibody drug conjugate business technology pipeline analysis,81,10,0,pharmacy,"['research', 'and', 'market', 'anti', '##body', 'drug', 'con', '##ju', '##gate', 'business', 'technology', 'pipeline', 'analysis']",1
261309,nifty_799,2014-01-28,"Research and Markets: General Anxiety Disorder - Pipeline Review, H2 2013",Fall,-0.0096,73,research and market general anxiety disorder pipeline review,60,8,0,pharmacy,"['research', 'and', 'market', 'general', 'anxiety', 'disorder', 'pipeline', 'review']",1
261316,nifty_799,2014-01-28,Research and Markets: 2014 Report on the US Predictive Breast Cancer Gene Testing Industry,Fall,-0.0096,90,research and market report the predictive breast cancer gene testing industry,77,11,0,pharmacy,"['research', 'and', 'market', 'report', 'the', 'predict', '##ive', 'breast', 'cancer', 'gene', 'testing', 'industry']",1
261365,nifty_799,2014-01-28,Research and Markets: 2014 Analysis on Type 2 Diabetes in the US - Forecasts to 2022,Fall,-0.0096,84,research and market analysis type diabetes the forecast,55,8,0,pharmacy,"['research', 'and', 'market', 'analysis', 'type', 'diabetes', 'the', 'forecast']",1
